lead_time,days_in_waiting_list,adr,revenue,total_of_special_requests,booking_changes,is_canceled,customer_type_id,guest_type_id,hotel_id,arrival_date_id,nights_stayed_id,reservation_details_id,market_key,guests_info_id,reservation_status_id,deposit_type_id,primary_key
12,0,126.0,0.0,0,0,1,6,2,1,382,23,2,1,7063,2,1,7063
12,0,126.0,0.0,0,0,1,6,2,1,382,23,2,1,7064,2,1,7064
191,0,26.1,0.0,0,0,1,2,2,1,382,15,2,26,7065,2,1,7065
159,0,209.20499999999998,0.0,1,0,1,2,5,1,382,15,128,46,7066,2,1,7066
110,0,160.0,0.0,0,0,1,1,2,1,382,15,2,3,7067,2,1,7067
139,0,115.2,0.0,0,0,1,2,2,1,382,15,13,26,7068,2,1,7068
284,0,169.5,847.5,1,0,0,2,2,1,382,12,24,49,7069,1,1,7069
140,0,207.0,0.0,0,0,1,1,2,1,382,12,6,3,7070,2,1,7070
200,0,205.0,0.0,1,1,1,2,2,1,382,6,16,3,7071,2,1,7071
81,0,209.20499999999998,0.0,0,0,1,1,2,1,382,6,5,3,7072,2,1,7072
48,0,194.0,0.0,0,0,1,1,2,1,382,7,13,3,7073,2,1,7073
109,0,193.43,0.0,0,0,1,2,2,1,382,7,13,3,7074,2,1,7074
186,0,167.14,0.0,1,1,1,2,2,1,382,7,13,3,7075,2,1,7075
269,0,92.1,921.0,0,0,0,1,2,1,382,21,2,21,7076,1,1,7076
42,0,209.0,0.0,0,0,1,1,2,1,383,22,6,3,7077,2,1,7077
154,0,170.0,0.0,0,0,1,2,2,1,383,14,30,9,7078,3,1,7078
24,0,209.0,0.0,0,0,1,2,2,1,383,23,6,140,7079,2,1,7079
72,0,209.20499999999998,0.0,0,0,1,1,2,1,383,22,16,3,7080,2,1,7080
42,0,194.0,0.0,0,0,1,1,2,1,383,22,13,3,7081,2,1,7081
42,0,194.0,0.0,0,0,1,1,2,1,383,22,13,3,7082,2,1,7082
48,0,194.0,0.0,0,0,1,1,2,1,383,14,13,3,7083,2,1,7083
131,0,209.20499999999998,0.0,0,0,1,2,5,1,383,14,8,3,7084,2,1,7084
262,0,8.0,0.0,2,3,1,2,7,1,383,5,1,3,7085,2,1,7085
196,0,190.0,0.0,0,0,1,2,3,1,383,5,11,17,7086,2,1,7086
174,0,186.0,0.0,1,0,1,2,4,1,383,27,16,46,7087,2,1,7087
115,0,161.67,0.0,0,0,1,1,2,1,383,27,2,3,7088,2,1,7088
145,0,195.33,0.0,0,0,1,2,2,1,383,27,5,3,7089,2,1,7089
154,0,209.20499999999998,0.0,1,1,1,2,2,1,383,27,16,3,7090,2,1,7090
115,0,173.67,0.0,0,0,1,1,2,1,383,27,2,3,7091,2,1,7091
118,0,162.86,0.0,3,0,1,1,2,1,383,7,2,3,7092,2,1,7092
118,0,174.86,0.0,3,0,1,1,2,1,383,7,2,3,7093,2,1,7093
105,0,139.0,0.0,0,0,1,6,1,1,383,7,2,141,7094,2,1,7094
5,0,209.20499999999998,0.0,1,0,1,1,2,1,383,7,13,3,7095,2,1,7095
0,0,130.0,0.0,0,0,1,7,2,1,383,7,2,1,7096,2,1,7096
173,0,115.2,0.0,0,0,1,2,2,1,383,7,13,142,7097,2,1,7097
105,0,139.0,0.0,0,0,1,6,1,1,383,28,2,141,7098,2,1,7098
83,0,139.0,1112.0,0,1,0,5,1,1,383,28,130,141,7099,1,1,7099
105,0,139.0,0.0,0,0,1,2,1,1,383,28,2,141,7100,2,1,7100
221,0,157.5,0.0,1,0,1,2,2,1,383,13,6,3,7101,2,1,7101
110,0,180.0,0.0,0,1,1,1,7,1,384,2,13,3,7102,2,1,7102
183,0,114.75,0.0,0,0,1,2,2,1,384,2,2,1,7103,2,1,7103
115,0,175.33,0.0,3,1,1,1,2,1,384,27,2,3,7104,2,1,7104
40,0,209.20499999999998,0.0,0,0,1,1,2,1,384,27,5,3,7105,2,1,7105
27,0,209.20499999999998,0.0,0,0,1,2,2,1,384,4,5,3,7106,2,1,7106
40,0,209.20499999999998,0.0,0,0,1,1,2,1,384,27,5,3,7107,2,1,7107
115,0,163.33,0.0,3,1,1,1,2,1,384,27,2,3,7108,2,1,7108
40,0,209.20499999999998,0.0,1,1,1,1,3,1,384,27,5,3,7109,2,1,7109
69,0,201.33,0.0,0,0,1,1,2,1,384,27,6,3,7110,2,1,7110
70,0,209.20499999999998,0.0,0,0,1,1,12,1,385,1,22,3,7111,2,1,7111
115,0,172.0,0.0,0,0,1,1,2,1,385,2,2,3,7112,2,1,7112
145,0,209.20499999999998,0.0,0,0,1,1,4,1,385,3,12,9,7113,2,1,7113
22,0,209.20499999999998,0.0,1,0,1,1,2,1,385,4,5,3,7114,2,1,7114
251,0,117.9,0.0,1,1,1,2,1,1,385,5,2,3,7115,2,1,7115
107,0,144.0,0.0,0,0,1,6,2,1,385,5,2,141,7116,2,1,7116
107,0,144.0,0.0,0,0,1,6,2,1,385,5,2,141,7117,2,1,7117
301,0,128.0,896.0,2,0,0,1,2,1,385,7,2,3,7118,1,1,7118
188,0,177.5,0.0,0,2,1,2,3,1,385,7,13,3,7119,2,1,7119
42,0,198.29,0.0,0,0,1,1,2,1,385,7,13,3,7120,2,1,7120
147,0,165.0,1320.0,3,0,0,2,2,1,385,16,51,1,7121,1,1,7121
26,0,209.0,0.0,1,0,1,1,2,1,386,2,6,3,7122,2,1,7122
47,0,209.20499999999998,0.0,0,0,1,2,5,1,386,3,3,17,7123,2,1,7123
37,0,209.20499999999998,0.0,0,0,1,1,5,1,386,11,11,3,7124,2,1,7124
108,0,144.0,0.0,0,0,1,6,2,1,386,11,2,141,7125,2,1,7125
108,0,144.0,0.0,0,0,1,6,2,1,386,11,2,141,7126,2,1,7126
201,0,126.0,0.0,1,0,1,2,2,1,386,12,2,3,7127,2,1,7127
154,0,184.0,0.0,0,0,1,2,2,1,386,12,13,3,7128,2,1,7128
292,0,136.0,680.0,0,2,0,1,1,1,386,12,13,9,7129,1,1,7129
120,0,209.20499999999998,0.0,1,0,1,2,2,1,386,12,5,3,7130,2,1,7130
322,0,128.0,768.0,1,0,0,1,2,1,386,6,2,3,7131,1,1,7131
159,0,113.05,1243.55,0,1,0,1,2,1,386,13,6,134,7132,1,1,7132
159,0,113.05,1243.55,0,1,0,1,2,1,386,13,6,134,7133,1,1,7133
292,0,132.17,1718.2099999999998,1,0,0,1,3,1,386,30,6,6,7134,1,1,7134
44,0,209.20499999999998,0.0,0,0,1,1,2,1,387,2,25,3,7135,2,1,7135
38,0,179.0,0.0,0,0,1,2,2,1,387,2,2,3,7136,2,1,7136
36,0,209.0,0.0,0,0,1,1,2,1,387,2,6,3,7137,2,1,7137
22,0,209.1,0.0,0,2,1,1,2,1,387,2,12,9,7138,2,1,7138
43,0,189.6,0.0,0,0,1,2,2,1,387,2,52,140,7139,2,1,7139
124,0,178.67,0.0,0,0,1,1,2,1,387,14,2,3,7140,2,1,7140
324,0,128.0,384.0,1,0,0,1,2,1,387,14,2,3,7141,1,1,7141
6,0,182.0,0.0,1,0,1,6,1,1,387,14,1,1,7142,2,1,7142
59,0,200.0,0.0,0,0,1,2,2,1,387,12,13,3,7143,2,1,7143
191,0,140.0,0.0,1,0,1,2,7,1,387,7,2,3,7144,2,1,7144
109,0,209.20499999999998,0.0,0,2,1,1,1,1,387,7,5,3,7145,2,1,7145
307,0,144.0,0.0,2,1,1,2,2,1,387,33,13,3,7146,2,1,7146
46,0,179.0,0.0,0,0,1,2,2,1,388,1,2,3,7147,2,1,7147
46,0,179.0,0.0,0,0,1,2,2,1,388,1,2,3,7148,2,1,7148
46,0,179.0,0.0,0,0,1,2,2,1,388,1,2,3,7149,2,1,7149
121,0,188.33,0.0,0,0,1,1,2,1,388,20,2,3,7150,2,1,7150
151,0,180.0,0.0,2,0,1,2,2,1,388,7,13,3,7151,2,1,7151
187,0,173.79,0.0,0,0,1,2,2,1,388,7,52,1,7152,2,1,7152
35,0,209.20499999999998,0.0,0,0,1,1,2,1,388,7,13,3,7153,2,1,7153
14,0,199.2,0.0,0,0,1,2,2,1,388,7,3,61,7154,2,1,7154
192,0,205.0,0.0,0,0,1,2,2,1,388,7,16,3,7155,2,1,7155
150,0,204.0,1428.0,3,0,0,2,4,1,388,7,68,1,7156,1,1,7156
129,0,176.43,0.0,0,0,1,1,2,1,388,7,2,3,7157,2,1,7157
26,0,200.43,0.0,1,0,1,2,2,1,388,7,2,3,7158,2,1,7158
129,0,176.43,0.0,0,0,1,1,2,1,388,7,2,3,7159,2,1,7159
151,0,160.0,0.0,2,0,1,2,2,1,388,7,2,3,7160,2,1,7160
162,0,150.0,0.0,0,0,1,2,3,1,388,7,25,46,7161,2,1,7161
228,0,209.20499999999998,0.0,1,0,1,2,5,1,388,16,68,9,7162,2,1,7162
142,0,209.20499999999998,0.0,0,1,1,2,11,1,388,16,4,9,7163,2,1,7163
199,0,162.94,0.0,0,1,1,2,5,1,388,31,3,1,7164,2,1,7164
161,0,160.0,0.0,2,0,1,2,2,1,388,33,2,3,7165,2,1,7165
161,0,160.0,0.0,2,0,1,2,2,1,388,33,2,3,7166,2,1,7166
161,0,172.0,0.0,2,0,1,2,2,1,388,33,2,3,7167,2,1,7167
125,0,177.62,0.0,0,0,1,1,2,1,388,30,2,3,7168,2,1,7168
108,0,209.0,0.0,0,1,1,1,2,1,389,23,13,3,7169,2,1,7169
67,0,179.0,0.0,0,0,1,1,2,1,389,23,2,3,7170,2,1,7170
87,0,199.0,0.0,0,0,1,1,3,1,389,24,13,3,7171,2,1,7171
87,0,209.20499999999998,0.0,0,0,1,1,3,1,389,24,11,3,7172,2,1,7172
141,0,209.20499999999998,0.0,0,0,1,2,5,1,389,24,11,3,7173,2,1,7173
9,0,209.0,0.0,0,0,1,1,2,1,389,15,2,3,7174,2,1,7174
16,0,209.20499999999998,0.0,2,1,1,1,7,1,389,7,3,9,7175,2,1,7175
186,0,167.4,0.0,0,0,1,2,2,1,389,7,85,33,7176,2,1,7176
133,0,197.71,0.0,0,0,1,1,2,1,389,7,13,3,7177,2,1,7177
187,0,150.8,0.0,0,0,1,2,2,1,389,7,110,74,7178,2,1,7178
96,0,209.20499999999998,0.0,0,0,1,2,2,1,389,7,5,3,7179,2,1,7179
153,0,192.5,0.0,0,0,1,2,2,1,389,28,6,9,7180,2,1,7180
153,0,204.5,0.0,0,0,1,2,2,1,389,28,6,9,7181,2,1,7181
148,0,160.0,0.0,0,0,1,1,2,1,390,14,2,3,7182,2,1,7182
148,0,160.0,0.0,0,0,1,1,2,1,390,14,2,3,7183,2,1,7183
199,0,170.0,0.0,0,1,1,2,2,1,390,11,25,9,7184,3,1,7184
201,0,172.8,0.0,1,0,1,2,2,1,390,11,5,17,7185,2,1,7185
265,0,209.20499999999998,0.0,0,0,1,2,5,1,390,11,11,3,7186,2,1,7186
285,0,153.25,613.0,1,0,0,1,5,1,390,11,11,1,7187,1,1,7187
285,0,165.25,661.0,1,0,0,2,5,1,390,11,11,1,7188,1,1,7188
147,0,115.2,0.0,0,0,1,2,2,1,390,11,13,26,7189,2,1,7189
270,0,209.20499999999998,0.0,1,4,1,2,3,1,390,5,16,3,7190,2,1,7190
173,0,204.0,0.0,1,0,1,2,2,1,390,5,25,3,7191,2,1,7191
141,0,199.0,0.0,0,0,1,2,2,1,390,5,13,3,7192,2,1,7192
247,0,126.0,0.0,2,0,1,2,2,1,390,27,2,3,7193,2,1,7193
247,0,126.0,0.0,2,0,1,2,2,1,390,27,2,3,7194,2,1,7194
78,0,209.20499999999998,0.0,0,0,1,2,5,1,390,27,11,3,7195,2,1,7195
167,0,192.0,0.0,0,0,1,2,7,1,390,27,25,3,7196,2,1,7196
194,0,116.1,812.6999999999999,1,0,0,1,2,1,390,7,25,134,7197,1,1,7197
28,0,195.0,0.0,1,0,1,1,2,1,390,5,2,3,7198,2,1,7198
180,0,165.0,0.0,1,0,1,6,2,1,390,7,110,46,7199,2,1,7199
179,0,146.8,0.0,2,0,1,2,2,1,390,7,52,74,7200,2,1,7200
243,0,170.0,0.0,2,0,1,2,2,1,390,7,25,3,7201,2,1,7201
194,0,130.55,913.8500000000001,0,0,0,1,2,1,390,7,5,134,7202,1,1,7202
152,0,209.20499999999998,0.0,0,1,1,2,5,1,390,7,68,9,7203,2,1,7203
180,0,177.5,0.0,2,0,1,6,3,1,390,7,110,46,7204,2,1,7204
177,0,103.5,0.0,1,0,1,2,2,1,390,7,2,7,7205,2,1,7205
194,0,130.55,913.8500000000001,0,0,0,1,2,1,390,7,5,134,7206,1,1,7206
180,0,177.5,0.0,2,0,1,6,3,1,390,7,110,46,7207,2,1,7207
150,0,162.86,0.0,0,0,1,2,2,1,390,7,2,3,7208,2,1,7208
163,0,140.76,985.3199999999999,1,0,0,1,2,1,390,7,16,134,7209,1,1,7209
265,0,143.3,1003.1000000000001,1,0,0,2,4,1,390,7,25,46,7210,1,1,7210
149,0,176.44,0.0,2,0,1,1,2,1,390,31,2,3,7211,2,1,7211
161,0,209.20499999999998,0.0,0,1,1,2,3,1,390,31,5,3,7212,2,1,7212
158,0,209.20499999999998,0.0,1,0,1,2,2,1,390,18,5,3,7213,2,1,7213
209,0,126.0,0.0,0,0,1,2,2,1,390,8,2,3,7214,2,1,7214
127,0,191.0,0.0,1,1,1,1,7,1,390,40,2,3,7215,2,1,7215
5,0,0.0,0.0,0,0,1,2,11,1,391,1,3,1,7216,2,1,7216
197,0,166.5,0.0,2,0,1,2,2,1,391,3,12,17,7217,2,1,7217
210,0,126.0,0.0,1,0,1,2,2,1,391,3,2,3,7218,2,1,7218
56,0,189.0,0.0,0,0,1,1,2,1,391,3,2,3,7219,2,1,7219
56,0,189.0,0.0,0,0,1,1,2,1,391,3,2,3,7220,2,1,7220
29,0,209.0,0.0,0,0,1,1,2,1,391,29,2,3,7221,2,1,7221
152,0,162.0,0.0,1,0,1,2,2,1,391,29,2,3,7222,2,1,7222
274,0,126.0,630.0,0,0,0,1,2,1,391,29,2,3,7223,1,1,7223
152,0,209.20499999999998,0.0,1,0,1,2,3,1,391,29,22,3,7224,2,1,7224
29,0,209.0,0.0,0,0,1,1,2,1,391,29,2,3,7225,2,1,7225
274,0,126.0,0.0,1,0,1,2,2,1,391,29,2,3,7226,2,1,7226
36,0,209.20499999999998,0.0,0,1,1,2,7,1,391,4,3,9,7227,2,1,7227
55,0,189.0,0.0,1,0,1,1,2,1,391,4,2,3,7228,2,1,7228
220,0,209.20499999999998,0.0,1,1,1,2,5,1,391,7,8,9,7229,2,1,7229
434,0,160.5,0.0,0,0,1,3,2,1,391,7,16,21,7230,2,1,7230
190,0,209.20499999999998,0.0,0,0,1,2,12,1,391,7,22,3,7231,2,1,7231
215,0,209.20499999999998,0.0,0,0,1,2,5,1,391,7,11,3,7232,2,1,7232
48,0,189.0,0.0,0,0,1,2,2,1,391,32,2,3,7233,2,1,7233
209,0,158.0,0.0,0,2,1,2,2,1,391,8,25,3,7234,2,1,7234
208,0,141.1,0.0,0,0,1,2,2,1,391,53,16,15,7235,2,1,7235
58,0,209.20499999999998,0.0,0,0,1,1,2,1,392,4,25,3,7236,2,1,7236
58,0,189.0,0.0,0,0,1,1,2,1,392,4,2,3,7237,2,1,7237
15,0,209.20499999999998,0.0,1,0,1,2,2,1,392,5,2,3,7238,2,1,7238
16,0,209.20499999999998,0.0,0,0,1,2,5,1,392,5,3,17,7239,2,1,7239
143,0,209.20499999999998,0.0,0,0,1,2,2,1,392,7,5,3,7240,2,1,7240
143,0,209.20499999999998,0.0,0,0,1,2,2,1,392,7,2,3,7241,2,1,7241
267,0,157.5,0.0,1,1,1,2,2,1,392,7,6,3,7242,2,1,7242
143,0,209.20499999999998,0.0,0,0,1,2,1,1,392,7,25,3,7243,2,1,7243
169,0,204.0,0.0,0,0,1,2,3,1,392,7,25,9,7244,2,1,7244
162,0,100.8,0.0,2,0,1,2,2,1,392,7,2,5,7245,2,1,7245
247,0,119.0,0.0,0,0,1,2,2,1,393,3,2,9,7246,2,1,7246
24,0,209.20499999999998,0.0,0,0,1,2,2,1,393,3,2,3,7247,2,1,7247
23,0,209.20499999999998,0.0,0,0,1,2,3,1,393,3,25,17,7248,2,1,7248
44,0,209.20499999999998,0.0,0,0,1,1,2,1,393,11,25,3,7249,2,1,7249
104,0,189.0,0.0,0,0,1,1,2,1,393,11,2,3,7250,2,1,7250
349,0,125.4,0.0,3,0,1,2,2,1,393,12,2,3,7251,2,1,7251
349,0,113.4,0.0,3,0,1,2,2,1,393,12,2,3,7252,2,1,7252
157,0,209.20499999999998,0.0,1,0,1,2,7,1,393,12,5,3,7253,2,1,7253
199,0,209.20499999999998,0.0,1,0,1,2,5,1,393,12,11,3,7254,2,1,7254
64,0,209.0,0.0,2,0,1,1,2,1,393,12,13,3,7255,2,1,7255
93,0,209.20499999999998,0.0,0,0,1,1,2,1,393,6,5,3,7256,2,1,7256
91,0,209.20499999999998,0.0,1,0,1,2,2,1,393,6,44,9,7257,2,1,7257
98,0,201.0,0.0,0,2,1,1,2,1,393,7,2,3,7258,2,1,7258
100,0,209.20499999999998,0.0,0,0,1,1,2,1,393,16,5,3,7259,2,1,7259
0,0,199.0,0.0,0,0,1,2,19,1,394,1,11,1,7260,2,1,7260
116,0,209.20499999999998,0.0,0,0,1,1,2,1,394,1,6,3,7261,2,1,7261
52,0,186.88,0.0,0,0,1,2,3,1,394,2,25,6,7262,2,1,7262
145,0,209.20499999999998,0.0,0,0,1,2,5,1,394,2,11,3,7263,2,1,7263
96,0,209.20499999999998,0.0,0,0,1,1,2,1,394,2,25,3,7264,2,1,7264
96,0,209.20499999999998,0.0,0,0,1,1,2,1,394,2,25,3,7265,2,1,7265
20,0,209.20499999999998,0.0,0,0,1,1,5,1,394,2,11,3,7266,2,1,7266
105,0,189.0,0.0,0,1,1,1,2,1,394,14,2,3,7267,2,1,7267
151,0,209.20499999999998,0.0,1,0,1,2,2,1,394,14,16,3,7268,2,1,7268
44,0,186.88,0.0,0,0,1,2,3,1,394,15,25,6,7269,2,1,7269
47,0,209.0,0.0,0,0,1,1,2,1,394,15,13,3,7270,2,1,7270
210,0,170.0,0.0,1,1,1,2,2,1,394,12,25,3,7271,2,1,7271
156,0,187.7,0.0,1,0,1,2,22,1,394,7,3,1,7272,2,1,7272
156,0,182.2,0.0,0,2,1,2,4,1,394,7,2,1,7273,2,1,7273
162,0,160.0,0.0,1,0,1,2,2,1,394,16,2,3,7274,2,1,7274
149,0,209.20499999999998,0.0,0,1,1,1,5,1,394,16,11,3,7275,2,1,7275
149,0,188.75,0.0,0,1,1,1,2,1,394,16,13,3,7276,2,1,7276
149,0,209.20499999999998,0.0,0,1,1,1,5,1,394,17,11,3,7277,2,1,7277
149,0,188.89,0.0,0,1,1,1,2,1,394,17,13,3,7278,2,1,7278
177,0,209.20499999999998,0.0,0,0,1,2,12,1,394,6,75,3,7279,2,1,7279
105,0,185.0,0.0,0,0,1,2,2,1,394,8,13,36,7280,2,1,7280
4,0,182.0,0.0,0,0,1,2,2,1,395,22,2,3,7281,2,1,7281
33,0,209.20499999999998,0.0,0,0,1,1,5,1,395,20,11,3,7282,2,1,7282
199,0,209.20499999999998,0.0,0,0,1,2,3,1,395,20,22,3,7283,2,1,7283
221,0,126.0,0.0,1,1,1,2,2,1,395,20,2,3,7284,2,1,7284
33,0,209.0,0.0,1,1,1,1,7,1,395,15,2,3,7285,2,1,7285
155,0,182.0,0.0,0,0,1,1,2,1,395,15,2,3,7286,2,1,7286
156,0,182.0,0.0,0,0,1,2,2,1,395,15,2,3,7287,2,1,7287
90,0,179.0,0.0,0,0,1,1,2,1,395,15,2,3,7288,2,1,7288
16,0,209.20499999999998,0.0,0,0,1,1,2,1,395,12,25,3,7289,2,1,7289
76,0,202.33,0.0,0,0,1,1,2,1,395,6,13,3,7290,2,1,7290
157,0,209.20499999999998,0.0,1,0,1,2,3,1,395,7,2,1,7291,2,1,7291
357,0,176.0,0.0,3,1,1,2,3,1,395,7,25,3,7292,2,1,7292
325,0,157.5,0.0,1,0,1,2,2,1,395,7,6,3,7293,2,1,7293
100,0,209.20499999999998,0.0,0,1,1,2,4,1,395,16,2,3,7294,2,1,7294
168,0,205.0,0.0,0,0,1,2,2,1,395,16,12,17,7295,2,1,7295
48,0,189.0,0.0,0,0,1,2,2,1,395,7,2,3,7296,2,1,7296
168,0,180.0,0.0,0,0,1,2,2,1,395,16,13,17,7297,2,1,7297
248,0,157.5,0.0,1,0,1,2,2,1,395,21,6,3,7298,2,1,7298
187,0,95.4,0.0,1,0,1,2,2,1,395,8,2,122,7299,2,1,7299
125,0,189.0,0.0,0,0,1,2,2,1,396,23,2,3,7300,2,1,7300
47,0,209.20499999999998,0.0,0,0,1,1,12,1,396,23,22,3,7301,2,1,7301
1,0,165.55,0.0,0,0,1,2,2,1,396,23,3,6,7302,2,1,7302
1,0,165.55,0.0,0,0,1,2,2,1,396,23,3,6,7303,2,1,7303
44,0,209.20499999999998,0.0,0,0,1,2,2,1,396,24,3,17,7304,2,1,7304
9,0,209.20499999999998,0.0,0,0,1,1,12,1,396,24,22,3,7305,3,1,7305
290,0,157.5,0.0,2,0,1,2,2,1,396,20,6,3,7306,2,1,7306
98,0,209.20499999999998,0.0,0,0,1,1,2,1,396,12,5,3,7307,2,1,7307
91,0,209.20499999999998,0.0,0,0,1,1,12,1,396,12,22,3,7308,2,1,7308
52,0,209.20499999999998,0.0,0,0,1,1,5,1,396,12,11,3,7309,2,1,7309
148,0,209.20499999999998,0.0,0,0,1,2,5,1,396,6,22,3,7310,2,1,7310
167,0,209.20499999999998,0.0,0,0,1,2,4,1,396,6,25,3,7311,2,1,7311
148,0,209.20499999999998,0.0,0,0,1,2,12,1,396,6,11,3,7312,2,1,7312
91,0,209.20499999999998,0.0,0,4,1,1,2,1,396,7,5,3,7313,2,1,7313
208,0,157.5,0.0,2,0,1,2,2,1,396,7,6,3,7314,2,1,7314
139,0,191.0,0.0,0,0,1,1,2,1,396,28,2,3,7315,2,1,7315
139,0,209.20499999999998,0.0,0,0,1,1,2,1,396,28,13,3,7316,2,1,7316
139,0,209.20499999999998,0.0,0,0,1,1,2,1,396,28,13,3,7317,2,1,7317
139,0,191.0,0.0,0,0,1,1,2,1,396,28,2,3,7318,2,1,7318
141,0,209.20499999999998,0.0,0,0,1,1,5,1,396,8,11,3,7319,2,1,7319
161,0,144.0,0.0,0,0,1,2,4,1,397,14,13,52,7320,2,1,7320
257,0,156.0,0.0,1,0,1,2,2,1,397,14,13,3,7321,2,1,7321
245,0,157.5,0.0,1,0,1,2,2,1,397,14,6,3,7322,2,1,7322
290,0,157.5,0.0,1,0,1,2,2,1,397,14,6,3,7323,2,1,7323
329,0,172.0,688.0,1,0,0,2,4,1,397,11,2,9,7324,1,1,7324
236,0,138.0,0.0,2,1,1,2,7,1,397,11,2,3,7325,2,1,7325
60,0,209.20499999999998,0.0,0,0,1,2,5,1,397,11,68,6,7326,2,1,7326
60,0,202.28,0.0,0,0,1,2,3,1,397,11,5,6,7327,2,1,7327
22,0,209.20499999999998,0.0,0,0,1,1,2,1,397,11,2,3,7328,2,1,7328
22,0,209.20499999999998,0.0,0,0,1,1,2,1,397,11,2,3,7329,2,1,7329
60,0,209.20499999999998,0.0,0,0,1,2,5,1,397,11,68,6,7330,2,1,7330
13,0,209.20499999999998,0.0,0,0,1,1,12,1,397,11,75,3,7331,2,1,7331
150,0,209.20499999999998,0.0,0,0,1,2,5,1,397,11,11,3,7332,2,1,7332
55,0,209.20499999999998,0.0,0,0,1,1,5,1,397,5,11,3,7333,2,1,7333
113,0,209.20499999999998,0.0,1,1,1,2,3,1,397,5,25,3,7334,2,1,7334
30,0,209.20499999999998,0.0,2,0,1,2,2,1,397,5,5,3,7335,2,1,7335
346,0,209.20499999999998,1046.0249999999999,1,1,0,1,3,1,397,5,11,3,7336,1,1,7336
161,0,209.20499999999998,0.0,1,0,1,2,2,1,397,27,5,3,7337,2,1,7337
157,0,182.0,0.0,0,0,1,2,2,1,397,27,2,3,7338,2,1,7338
119,0,206.78,0.0,0,0,1,1,2,1,397,31,13,3,7339,2,1,7339
201,0,116.1,1161.0,2,0,0,1,2,1,397,18,25,134,7340,1,1,7340
65,0,209.20499999999998,0.0,0,0,1,1,2,1,397,38,3,9,7341,2,1,7341
126,0,209.20499999999998,0.0,0,0,1,1,2,1,397,18,25,3,7342,2,1,7342
201,0,116.1,1161.0,1,0,0,1,2,1,397,18,25,134,7343,1,1,7343
157,0,135.15,0.0,0,0,1,2,2,1,397,8,16,136,7344,2,1,7344
181,0,196.7,0.0,1,0,1,2,4,1,397,8,16,69,7345,2,1,7345
160,0,170.0,0.0,0,0,1,2,2,1,398,1,2,3,7346,2,1,7346
86,0,205.67,0.0,0,0,1,2,2,1,398,3,13,3,7347,2,1,7347
179,0,209.20499999999998,0.0,0,0,1,2,2,1,398,4,11,3,7348,2,1,7348
169,0,180.0,0.0,2,0,1,2,2,1,398,4,13,3,7349,2,1,7349
179,0,209.20499999999998,0.0,0,0,1,2,2,1,398,4,11,3,7350,2,1,7350
329,0,209.20499999999998,0.0,0,0,1,2,5,1,398,4,11,3,7351,2,1,7351
83,0,187.33,0.0,1,0,1,2,2,1,398,27,2,3,7352,2,1,7352
308,0,169.36,1185.52,0,2,0,4,3,1,398,7,18,34,7353,1,1,7353
182,0,140.0,0.0,1,0,1,2,2,1,398,7,2,17,7354,2,1,7354
217,0,126.0,0.0,0,0,1,2,2,1,398,7,2,3,7355,2,1,7355
112,0,209.20499999999998,0.0,0,1,1,1,5,1,398,7,68,9,7356,2,1,7356
55,0,189.0,0.0,0,0,1,1,2,1,399,1,2,3,7357,2,1,7357
36,0,209.0,0.0,0,0,1,1,2,1,399,1,2,3,7358,2,1,7358
317,0,126.0,0.0,1,0,1,2,2,1,399,2,2,3,7359,2,1,7359
208,0,103.5,0.0,0,0,1,2,2,1,399,3,2,46,7360,2,1,7360
155,0,209.20499999999998,0.0,0,0,1,1,2,1,399,4,6,3,7361,2,1,7361
155,0,205.0,0.0,0,1,1,1,4,1,399,4,2,3,7362,2,1,7362
13,0,209.20499999999998,0.0,0,0,1,1,2,1,399,4,6,3,7363,2,1,7363
155,0,205.0,0.0,0,1,1,1,4,1,399,4,2,3,7364,2,1,7364
155,0,209.20499999999998,0.0,0,0,1,1,2,1,399,4,6,3,7365,2,1,7365
42,0,199.0,0.0,1,0,1,1,2,1,399,4,2,3,7366,2,1,7366
155,0,205.0,0.0,0,1,1,1,4,1,399,4,2,3,7367,2,1,7367
155,0,209.20499999999998,0.0,0,0,1,1,2,1,399,4,6,3,7368,2,1,7368
278,0,159.5,797.5,1,0,0,1,2,1,399,5,6,3,7369,1,1,7369
153,0,202.0,0.0,0,1,1,2,2,1,399,6,25,17,7370,2,1,7370
205,0,160.0,0.0,1,0,1,2,2,1,399,6,13,3,7371,2,1,7371
153,0,209.20499999999998,0.0,0,1,1,2,2,1,399,6,25,17,7372,2,1,7372
146,0,209.20499999999998,0.0,0,0,1,2,2,1,399,6,16,17,7373,2,1,7373
217,0,170.0,0.0,0,0,1,2,3,1,399,7,25,3,7374,2,1,7374
149,0,199.0,0.0,0,0,1,1,2,1,399,7,13,3,7375,2,1,7375
314,0,132.56,927.9200000000001,2,2,0,1,2,1,399,7,5,21,7376,1,1,7376
76,0,202.57,0.0,0,0,1,1,2,1,399,8,13,3,7377,2,1,7377
127,0,189.0,0.0,0,0,1,2,2,1,400,1,2,3,7378,2,1,7378
132,0,209.20499999999998,0.0,0,0,1,1,2,1,400,1,6,3,7379,2,1,7379
132,0,209.20499999999998,0.0,0,0,1,1,2,1,400,1,6,3,7380,2,1,7380
145,0,191.0,0.0,2,0,1,2,2,1,400,1,2,3,7381,2,1,7381
